database_identifier	chemical_formula	smiles	inchi	metabolite_identification	chemical_shift	multiplicity	taxid	species	database	database_version	reliability	uri	search_engine	search_engine_score	smallmolecule_abundance_sub	smallmolecule_abundance_stdev_sub	smallmolecule_abundance_std_error_sub	16K-008_CrAdj	16K-021_CrAdj	16K-030_CrAdj	16K-031_CrAdj	16K-033_CrAdj	16K-070_CrAdj	16K-072_CrAdj	16K-074_CrAdj	16K-077_CrAdj	16K-092_CrAdj	16K-096_CrAdj	16K-097_CrAdj	16K-099_CrAdj	16K-100_CrAdj	16K-103_CrAdj	16K-105_CrAdj	16K-106_CrAdj	16K-107_CrAdj	16K-108_CrAdj	16K-112_CrAdj	16K-114_CrAdj	16K-116_CrAdj	16K-121_CrAdj	16K-129_CrAdj	16K-136_CrAdj	16K-142_CrAdj	16K-149_CrAdj	16K-153_CrAdj	16K-158_CrAdj	16K-162_CrAdj	16K-183_CrAdj	16K-188_CrAdj	16K-190_CrAdj	16K-197_CrAdj	16K-215_CrAdj	16K-217_CrAdj	16K-227_CrAdj	16K-231_CrAdj	16K-233_CrAdj	16K-234_CrAdj	16K-239_CrAdj	16K-242_CrAdj	16K-250_CrAdj	16K-252_CrAdj	16K-262_CrAdj	16K-263_CrAdj	16K-271_CrAdj	16K-276_CrAdj	16K-278_CrAdj	16K-283_CrAdj	16K-290_CrAdj	16K-292_CrAdj	16K-301_CrAdj	16K-306_CrAdj	16K-307_CrAdj	16K-308_CrAdj	16K-311_CrAdj	16K-317_CrAdj	16K-318_CrAdj	16K-319_CrAdj	16K-321_CrAdj	16K-336_CrAdj	16K-340_CrAdj	16K-348_CrAdj	16K-351_CrAdj	16K-353_CrAdj	16K-354_CrAdj	16K-360_CrAdj	16K-365_CrAdj	16K-374_CrAdj	16K-381_CrAdj	16K-400_CrAdj	16K-402_CrAdj	16K-405_CrAdj	16K-414_CrAdj	16K-435_CrAdj	16K-436_CrAdj	16K-439_CrAdj	16K-440_CrAdj	16K-442_CrAdj	16K-452_CrAdj	16K-456_CrAdj	16K-458_CrAdj	16K-471_CrAdj	16K-476_CrAdj	16K-493_CrAdj	16K-496_CrAdj	16K-505_CrAdj	16K-522_CrAdj	16K-577_CrAdj	16K-581_CrAdj	16K-601_CrAdj	16K-606_CrAdj	16K-615_CrAdj	16K-630_CrAdj	16K-634_CrAdj	16K-638_CrAdj	16K-642_CrAdj	16K-644_CrAdj	16K-651_CrAdj	16K-667_CrAdj	16K-678_CrAdj	16K-685_CrAdj	16K-686_CrAdj	16K-688_CrAdj	16K-695_CrAdj	16K-711_CrAdj	16K-719_CrAdj	16K-724_CrAdj	16K-725_CrAdj	16K-730_CrAdj	16K-737_CrAdj	16K-743_CrAdj	16K-755_CrAdj	16K-756_CrAdj	16K-771_CrAdj	16K-785_CrAdj	N-1_CrAdj	N-10_CrAdj	N-11_CrAdj	N-12_CrAdj	N-13_CrAdj	N-14_CrAdj	N-15_CrAdj	N-16_CrAdj	N-17_CrAdj	N-18_CrAdj	N-19_CrAdj	N-2_CrAdj	N-20_CrAdj	N-21_CrAdj	N-22_CrAdj	N-23_CrAdj	N-24_CrAdj	N-25_CrAdj	N-26_CrAdj	N-27_CrAdj	N-28_CrAdj	N-29_CrAdj	N-3_CrAdj	N-30_CrAdj	N-31_CrAdj	N-32_CrAdj	N-33_CrAdj	N-34_CrAdj	N-35_CrAdj	N-36_CrAdj	N-37_CrAdj	N-38_CrAdj	N-39_CrAdj	N-40_CrAdj	N-41_CrAdj	N-42_CrAdj	N-43_CrAdj	N-44_CrAdj	N-45_CrAdj	N-46_CrAdj	N-47_CrAdj	N-48_CrAdj	N-49_CrAdj	N-5_CrAdj	N-50_CrAdj	N-6_CrAdj	N-7_CrAdj	N-8_CrAdj	N-9_CrAdj
CHEBI:4208	C6H12O6	OC[C@H]1OC(O)[C@@H](O)[C@@H](O)[C@@H]1O	InChI=1S/C6H12O6/c7-1-2-3(8)4(9)5(10)6(11)12-2/h2-11H,1H2/t2-,3-,4+,5+,6?/m1/s1	Mannose	5.174 (d)		NCBI:txid9615	Canis lupus familiaris	800 MHz library of Chenomx NMR Suite	7.1								0.871420415	1.364954786	11.73289335	7.355946056	20.37106347	11.6191904	0.759064119	10.90725224	12.3917278	14.44645752	12.9251007	59.18671492	21.06853943	30.13539089			7.277777778	1.476113795	3.868962674	4.028303209	26.61185634	8.3319719	5.267553157	6.662688942	5.521811154	2.586206897	1.218431546	14.37908497	3.139146813	7.892417915	10.81023226	3.836930456	8.822401227	231.6719591	6.484054519	5.242573022	21.13359202	11.32014447	15.79904524		4.154018214		16.93913729	15.12321945	10.43180847	9.463329598	3.860120665	2.187009986	27.7467993	4.851949426	7.942159172	22.54299207	9.434410646	6.577455205	4.320207643	15.24777637	6.185111553	5.570516841	5.531629065	15.19553073	2.966206434	5.595020139	4.277805737		4.353664876	21.31832523		10.70586101	2.277804547	3.049720728	4.177286888	2.683843264	10.31587365	6.309580962	13.93935784	3.164556962		2.256172243	4.695599619	0.672001955		3.068141277			1.623798389	4.511170517	7.718301206	5.67856851		788.1296231		3.680835906	7.0668634	13.74588545	1.854818312	40.68605828		3.803982994	1.998849977			6.100692233	5.126426149	21.62347692	22.11888154	46.89818937	2.868035396	6.322036814	6.760098928	4.248592036	3.552397869			1.608405364	2.713287744		20.33508985	5.855603314	0.067469554	4.850746269	2.581367881	1.419800836	1.674579515	0.042936883	0.033397903	5.750748385	0.752766611	3.001148588	4.413157283	2.873563218	7.461234023	3.797789915	5.086728008	2.190012391	13.53092784	2.783738329	2.948474675	2.727388786	3.675964424		0.641471107	0.213705656	6.497524752	4.584838577	3.537759964	3.24935013	5.723267905	2.08007328	2.693302795	2.087634779	1.80862488	0.71580538	4.803170092	3.81127612	4.790234103	3.598251588	2.904326811	2.693752233	4.683286816	3.248285123	6.943200143	4.002640918	0.842368414	1.050206654	5.603051427	1.394875856
CHEBI:17790	CH4O	CO	InChI=1S/CH4O/c1-2/h2H,1H3	Methanol	3.347(s)		NCBI:txid9615	Canis lupus familiaris	800 MHz library of Chenomx NMR Suite	7.1								3.75612248	11.00494796	10.72459783	104.2092358	10.31920013	70.83958021	9.510626898	5.730521044	7.708566455	13.77896443	5.251618824	18.30955929	12.53444751	32.82865046	14.10324641	12.74500338	13.27777778	20.3972088	3.9641011	11.5945075	33.96797923	37.41218755	8.907732168	14.08777513	16.09213536	17.24137931	24.92246345	12.67405513	10.57396821	3.792958124	13.75361233	27.3381295	40.94744918	34.37802016	21.17242292	8.238329034	11.43292683	19.40596194	13.63946351		7.303768288	20.24969549	23.24207209	5.67578454	15.47669944	15.68920433	6.690875818	17.99125196	17.21907481	4.648513391	9.256723449	20.04811548	4.824144487	21.43343162	3.381032069	25.92121982	3.432397071	11.58372376	9.166699593		11.51170592	3.244232882	24.78610971	9.636563877	7.992548952	10.23279611	9.829417728	17.17776568	10.8195716	2.295857177	13.02747097	4.08769974	19.67213115	8.367053014	12.92666945		18.81246326	24.0443499	8.7170785	3.390555318	7.001849545	14.41312879	4.588659456	10.48720353	14.09457002	4.463433263	11.98064665	9.273633467	25.34452717	19.72525537	17.43361038	4.834277572	22.28779995		23.77539836	8.458963647	24.37313695	10.74065787	3.997699953	2.917082917	3.204237008	8.319125773	8.556891767	19.3352783	31.18106481	56.09973286	8.324297856	4.90280406	25.11679033	7.153443336	10.44404973	3.086619054	25.47336875	5.924485947			36.48155655	15.10621068	2.530108289	98.88059701	3.738112923	4.562946136	7.323985131	3.08072134	5.49395498		2.188455509	3.606318468	14.29362683	9.486220745	4.822768658	5.449002921	6.721244487	2.57902775	48.48582474	11.74389607	7.765289739	4.375427968	2.946278602	26.04352479	6.681990699	3.039369331	4.627025203	1.753867564	7.46406004	28.39432114	9.753738261	5.018892409	8.207151037	8.258774948	7.856214322	8.231761875	11.42754218	11.26954922	3.090473615	7.667415296	8.437387378	5.28129918	8.243057855	3.865277828	11.91542734	6.189650904	11.00513573	1.990310997	10.5221623	3.923650795
CHEBI:16830	CH5N	CN	InChI=1S/CH5N/c1-2/h2H2,1H3	Methylamine	2.591(s)		NCBI:txid9615	Canis lupus familiaris	800 MHz library of Chenomx NMR Suite	7.1								2.343820427	4.436103054	6.324762821	3.269309358	4.491258087	4.872563718	5.492052152	3.780217663	4.475941813	8.82044436	5.965431092	7.451564829	3.689216819	9.244431504	4.843001597	4.296610988	5.888888889		3.107855263	7.145859605	3.028991778	9.475575886	5.438855699	6.198621055	2.366490495	35.88362069	8.196721311	5.001420858	1.024353171	2.85429677	11.88055229	15.50759392	9.110088224	16.84384923	7.145692735	10.73479238	7.13691796	3.719476039	2.386906115	2.73355845	9.12971036	4.719853837	8.174118574	2.45340364	6.669516888	13.19885444	1.42967432	0.949079805	6.334478298	8.818952101	5.203483595	5.078855921	3.802281369	17.46427761	4.08114477	7.115628971	2.039047765	1.51252444	1.619977083	2.458100559	13.27730499	0.900768949	7.045797685	2.936857562	7.775948709	8.825786646	3.746639044	4.324683965	3.635726488	2.158791077	3.610875106	2.559973574	3.518592563	12.75632673	7.684517782	12.86239281	2.116402116	3.545413524	6.508751947	0.885820759	3.114030121	5.565465573	2.434798895	4.618536653	1.234086776	3.055184266	3.80155134	10.86690089	3.484872485	15.23423741	4.459760795	3.952233945	4.737128213	1.764318631	10.96029003	11.10563325	4.559004033	3.300514657	3.532214342	1.891441891	2.012578616	5.053098618	4.933703361	7.665465362	7.512072974	3.265063817	5.141478088	1.204197488	10.00274801	4.683331687	3.268206039	1.924293887	7.628388503	4.686360954	2.148531019	2.333947983	3.715714093	11.11941693	1.922882299	8.208955224	3.299767433	3.201895679	0.662471017	1.685272649	4.692405317	4.647865133	1.528814664	3.001148588	4.931301256	1.834925911	6.163628106	5.728438969	3.480392848	4.999567761	10.14819588	9.94606507	22.39089184	5.094994371	2.657157805	19.26507314	2.993531833	1.685900176	3.530040504	3.679309129	3.067421934	2.849430114	4.151384467	8.606541735	7.337659583	1.422344574	1.469507715	2.902988487	2.521664298	4.139834407	6.06505447	10.03405057	7.080621568	3.302018866	13.11556838	4.010452582	4.389894284	16.8771148	5.271595881	1.863269869	4.787583848	0.755932722
CHEBI:16628	C2H7N3	CNC(N)=N	InChI=1S/C2H7N3/c1-5-2(3)4/h1H3,(H4,3,4,5)	Methylguanidine	2.813(s)		NCBI:txid9615	Canis lupus familiaris	800 MHz library of Chenomx NMR Suite	7.1								11.1782205	9.042825456	9.303817774	5.312627707	8.394375234	7.496251874	13.35059832		8.661776286	10.82292362	6.347830521	4.683840749		14.48536905	10.43108036	9.317369895	7.166666667	7.514761138	11.02020106	12.15496707	5.625270446	26.46626368	7.173293934	9.082471493	11.59580342	8.512931034	7.089056269	15.00426257	10.1774444	4.271866978	42.38467302	15.02797762	10.26083621	20.43352202	8.468969168	9.985853374	11.36363636	7.438952078	6.819731757	7.075092459	4.519206628	10.5816078	10.43923577	6.920795342	16.41727234	11.7046445	10.06490721	3.177354131	8.609537405	12.04341325	11.99539903	7.484629778	15.44676806	17.57768201	7.479252758	16.772554	6.6438973	2.72992216	2.647279624	8.044692737	9.287051096	6.818015379	21.76648213	4.497063142	20.79362329	21.91523834	14.01683784	7.379181032	18.83569145	4.90011308	10.12461059	9.53796606	4.958016793	5.555174542	8.45892655	10.10616578	30.92298648	8.960226906	10.34426649	8.308387806	6.265806062	21.90510168	7.889684881	16.63367712	20.00519615	17.68665266	6.643114968	11.07116594	25.81973705	16.64318422	2.229880397	18.45506666	9.707229945		8.936851867	13.88204157	5.260389269	5.678004028	17.22296761	10.08325008	11.21482953	6.942875336	7.824545174	22.13832161	22.4765993		10.28295618	4.816789954	22.03902171	11.67868788	5.328596803	13.56046028	41.95613677	7.45189248	13.95931296	15.08684608	10.87690853	11.30629789	6.072259893	6.71641791	9.607071974	5.023157441	6.422288469	5.442249893	11.57237325	9.085657266	8.451163296	9.620966049	6.575068341	5.539398975	7.547741084	9.602438715	7.05942031	9.955911593	5.960051546	13.5127298	12.5821048	9.458816429	5.011427155	8.740635034	7.644197359	4.938975163	5.302092709	5.147220025	6.605181898	10.0479904	17.04888961	9.789702683	9.840098401	14.77403074	14.8081162	17.43781441	21.07390878	8.328952556	7.166035695	9.200898355	7.101821034	9.82881639	13.30479209	7.730555656	5.957713671	6.561029958	13.1789897	5.46276848	8.549256872	6.983378479
CHEBI:17724	C4H9NO2	CN(C)CC(O)=O	InChI=1S/C4H9NO2/c1-5(2)3-4(6)7/h3H2,1-2H3,(H,6,7)	N,N-Dimethylglycine	2.912(s)		NCBI:txid9615	Canis lupus familiaris	800 MHz library of Chenomx NMR Suite	7.1								4.897983713	9.895922198	9.853797149	5.312627707	21.01267176	9.370314843	4.107876407	3.322739093	1.699200133		17.00402794	24.19984387	20.00177794	27.29654972	19.95742416	19.64854688	6.777777778	0.939345142	2.648019535	4.904021297	8.437905669		0.770861438	2.220896314	0.946596198	8.081896552	2.10456358	3.8647343	5.220896805	0.804566875	15.46612437	7.354116707	78.1549674	7.041281237	4.631467514	18.80669052	5.058203991	14.06932241	2.500568311	4.502331565	2.145481935	25.27405603	9.158952137	4.613863561	2.394185549	40.0946333	2.516226804	15.26780556	28.86202436	6.438750496	27.11288821	8.642965339	9.885931559	15.64980721	1.758819712	19.31385006	6.287063941	0.14756336	0.276581453	2.681564246	10.13453865	4.166971805	5.661801711	9.820117474	2.101022353	9.507973054	2.600608278	4.415411601	12.08988567	1.833259089	2.973661852	11.51988109	8.956417433	4.663603319	7.982367308	1.327072274	35.62610229	8.637916586	1.39473256	2.443643472	7.266070283	22.11915804	3.558552231	2.014098691	7.209664848	2.601680351	5.529529222	3.881036032	12.1970537	19.02078197	5.473342793	1.034705024	25.16114002	18.35418038	9.611331254	4.177586341	4.383657724	1.31461177	3.518523589	4.955044955	5.163853029	8.812111004	9.713228492	2.459813512	23.84785071	7.717423568	2.168514568	3.096507827	47.48557296	2.628198795	10.44404973	4.713874288	7.355946056	12.78624408	1.817043376	1.934211035	2.161870018	8.409643057	11.2786605	15.67164179	5.296674662	4.494404026	2.134628832	2.683555174	4.642308463	2.86224463	4.83477937	8.497079129	2.554985796	6.335687578	4.022578343	7.811507684	6.721244487	4.178313114	10.95360825	16.29646813	12.29017662	0.591901396	0.908665363	18.90831252		2.350762217	11.60272277	0.972252671	2.740230261	35.0429914	12.37354399	19.86565398	17.66552148	4.932323928	1.827464722	2.883105005	9.846498689	3.417006177	5.504906127	4.564225168	2.565135359	3.572359592	2.731917309	1.742097049	1.20946067	2.248906495	3.559685878	1.541432346	6.444824411	6.560416123
CHEBI:27480	C10H11NO3	OC(=O)CNC(=O)Cc1ccccc1	InChI=1S/C10H11NO3/c12-9(11-7-10(13)14)6-8-4-2-1-3-5-8/h1-5H,6-7H2,(H,11,12)(H,13,14)	N-Phenylacetylglycine	7.42(m)		NCBI:txid9615	Canis lupus familiaris	800 MHz library of Chenomx NMR Suite	7.1								166.1107605	67.39464255	81.6719373		58.92102871	23.23838081	18.12823719	135.3895791	121.0990924	156.6701631	190.3329424	28.88368462	40.6702818	158.3199884	43.37413518	40.60056001	87.38888889	23.48362856	23.95902705	47.77917893	82.64820424	128.9005065	58.54264363	127.254044	236.3335174	18.53448276	36.66371289	110.0880932	72.36559495	39.05980614	169.3781441	117.3461231	86.68968163	250.5867734	127.8285034	50.92785221	30.21064302	141.7713331	112.7528984	16.24055314	33.39191564	61.73873325		67.0474935	129.7135528	64.12650977	123.4666743	12.87447388	57.76865772	39.51744973	187.6540505	50.43214827	63.71197719	82.89861647	53.17441344	291.7407878	28.29178774	139.3735935	143.1111462	475.1955307	390.4445778	59.65580373	165.953699	39.0969163	129.8951655	234.6294875	32.39740821	82.04802516	251.9164221	36.97358051	503.2568677	176.5349519	31.18752499	230.1625403	62.36969083	99.22417313	218.3421517	105.653323	66.0870778	42.79430631	95.28932171	122.9397075	49.1173854	113.6229468	51.18212523	166.8894405	14.28461716	18.83323801	270.7112308	116.9425854	35.37401176	33.43284595	56.37959152	54.00921659	98.72692016	65.02503957	69.96317728	73.50637727	28.86010788	34.77855478	35.6570672	120.6375942	154.8334875	124.1347749	118.6430573	262.3924013	42.63579448	5.612420437	83.48447376	100.1284458	44.47602131	34.01738322	62.6617627	106.1431828	34.60976538	35.91185156	49.11498446	174.9205756	27.4488637	236.1940299	90.46963849	70.83337413	42.17732141	26.67453843	163.9837018	33.33595925	9.995498921	71.78055799	71.96841108	48.81595347	49.33065161	82.31931919	82.7826234	262.5853673	83.60180412	145.1313577	154.6051671	53.0854311	79.93501666	69.21155904	67.14064254	24.76611103	39.1820432	18.74922553	104.9262796	48.04039192	46.3907138	40.74271974	62.51855622	50.6079376	23.68168202	25.60992583	66.50389257	27.15534236	37.18226068	36.76736941	47.91079265	20.57486024	93.71304224	86.6693282	27.59362121	53.31352645	66.79166327	95.4925808	97.82980402	42.94417797
CHEBI:18132	C5H15NO4P+	C[N+](C)(C)CCOP(O)(O)=O	InChI=1S/C5H14NO4P/c1-6(2,3)4-5-10-11(7,8)9/h4-5H2,1-3H3,(H-,7,8,9)/p+1	O-Phosphocholine	3.207(s)		NCBI:txid9615	Canis lupus familiaris	800 MHz library of Chenomx NMR Suite	7.1								0.871420415	1.706193482	2.337412347	2.451982019	2.512965834	4.872563718	3.214859796	1.46874699	5.014712587	1.621054639	4.741752919	2.270953091	1.555693839	6.551171932	5.800957956	3.234527373	1.555555556	1.073537305	0.190276853	20.87711924	1.298139334	7.024995916	4.667994261	2.287191726	3.707501775	5.495689655	28.13469207	2.955385053	1.387833328	1.589977396	18.62356845	73.70103917	4.411200614		2.117242292	60.41441292	68.11252772	0.323432699	3.523528075	6.592699791	1.118389519	2.740560292	3.545400827	0.805595225		101.1082057	0.600463214	4.167698275	4.014810189	1.790237105	5.805992222		2.067490494	11.68065321	1.997882586	8.132147395	1.104484206	1.03294352	0.553162906	16.75977654	1.694975105	1.808861223	4.277805737		4.353664876	2.302379125			1.752157344	0.4111983	2.690455961	2.580618523	3.598560576	28.66744393	4.467742896	8.983258473	2.704291593	5.285889254	2.464027523		1.490959876	1.712450945	1.123753336	0.69451679	0.58456742	1.885621539	3.03356117	1.021325272				6.072531126	4.814786053	0.210664911	37.68653571	4.099743117	1.75346309	0.61535019	5.95547767	1.278721279		4.354702874	3.584643848		2.384785071	41.55535767	21.65016963	1.247204542	2.638087387	2.78628594	0.710479574	1.26564296	4.222857921	0.532278034	1.19090005	1.573158309	2.567220646	0.654083349	2.114046037	44.7761194	2.84924568	2.457724206	12.16370395	1.298840704	0.63456015	2.363321254	1.016622949	1.370895034	2.965927567	1.73106218	4.801141893	5.868156992	2.81813186	3.933377518	5.798969072	2.783738329	1.868340388	1.531980084	0.50940331	1.070281841	1.550221842	0.427411312	1.378262826	0.562381447	1.370115131	6.198760248	9.350691226	3.454066639	11.21856046	2.729983941	1.224589762	1.113475036	2.161426542	4.911946379	3.109789075	4.98683861	2.45913803	3.76546011	6.469085576	1.796537582	3.180433614	2.640917719	0.896714763	0.321837523	3.130343286	3.617678027
CHEBI:16997	C3H8O2	CC(O)CO	InChI=1S/C3H8O2/c1-3(5)2-4/h3-5H,2H2,1H3	Propylene glycol	1.148(d)		NCBI:txid9615	Canis lupus familiaris	800 MHz library of Chenomx NMR Suite	7.1								2.764506145	8.019109367	9.670470691	358.3980384	11.7628188	44.22788606	3.482764779	13.09833381	27.7259729	6.579574712	6.908683016	16.74827904	127.3446529	17.68816422	8.08940926	7.772521	8.388888889	7.246376812	1.078235499	180.5730699	443.530939	9.638947884	3.854307188	4.209758685	81.64392206	4.202586207	20.71333629	1.818698494	3674.288735	1.858166354	7.652788184	10.07194245	136.9390104	182.2449261	746.9895461	111.9247732	874.6535477	4.258530537	14.43509889	15.43656536	84.2900509	118.9859927	73.86251723	18.78501593	35.91278324	54.78769767	12.6097275	1633.902781	13.29348262	6.977855988	21.90940461	15.86028691	5.038022814	9.752778408	217.9228851	113.8500635	3.908174882	29.47578116	30.50298313	90.39106145	5.367421166	2.775540095	7.171615501	16.61160059	6722.491769	3.368295387	3.790717151	8.982035928	20.76306452	1.798992564	14.08949306	7.659275775	35.90563774	26.33564227	5.242151665	11.94365047	15.87301587	13.73041965	1.139031591	1.924369235	58.99671611	9.846592936	1.40469167	4.410181616	3.182644843	1.694672522	17.43337685	6.822452815	4.435292254	995.508982	32.63734036	18.01404485	53.81688281	2.804476629	697.0744457	67.6198137	186.743819	7.775788767	14.56696147	4.422244422	4.793114863	4965.162377	51.90024669	225.7879984	213.4382639	1991.09528	170.578154	198.6925856	11.81643309	0.909001087	3.623445826	4.558897599	4.222857921	10.26370905	4.505776479	4.809738108	49.45277665	4.796611225	1070.561909	55.97014925	9.022611321	219.5599597	12.9365868	1014.641477	2.93901543	4407.25277	203.9299073	18.43915573	2.036841823	2.838941975	43.75094617	15.96595961	1.60633516	8.356626228	803.318299	0.550948211	0.846591738	2.820236064	183.9358978	2.854084909	2.352060726	522.3203685	138.5294779	3.93667013	1.145170855	10.44791042	20.67631293	6.812717072	15.29032532	2463.43198	3630.268091	6063.189708	5551.183781	7.16257064	7.011512014	14.07906494	5.639057896	27.77750958	11.82648186	10.27111385	95.36821358	20.50837666	65.21561914	5.039298055	49.19110877	685.8289612
CHEBI:32816	C3H4O3	CC(=O)C(O)=O	InChI=1S/C3H4O3/c1-2(4)3(5)6/h1H3,(H,5,6)	Pyruvate	2.362(s)		NCBI:txid9615	Canis lupus familiaris	800 MHz library of Chenomx NMR Suite	7.1								44.89317588	38.04811466	21.54085888	44.54434001	7.431962787	26.23688156	16.43150563	21.26071463	45.09096937	18.68980643	10.19731811	15.18699879	9.20081785	21.91003057	33.90101118	29.54523511	50	4.965110038	10.24323724	10.92896175	9.736045002	66.8191472	28.37198347	22.20896314	3.865267808	68.96551724	7.310589278	12.84455811	5.98090077	8.333014061	76.15326983	11.51079137	43.63252781	43.90445948	8.071986238	45.5188483	27.0232816	4.042908738	7.160718345	26.85319183	11.70885354	3.577953715	16.74217057	18.63854407	19.66652416	36.48362595	15.3547022	27.97722208	13.65035464	6.438750496	7.394424057	26.90902611	25.45152091	93.55863007	6.113179195	14.73951715	9.141730812	3.5046298	3.51653562	23.91061453	12.21794555	17.83961919	28.686462	21.47577093	6.324727084	37.0086126	55.67064839	23.86136817	24.74922248	26.693623	15.50552251	19.34431645	5.43782487	23.79809341	8.101507119	63.69946917	21.51675485	46.34822407	11.27408819	21.07642495	13.51300343	21.19158045	18.63557616	9.375976664	26.69524552	36.04162689	6.105521849	70.87997385	21.54284809	20.16555125	6.284208392	6.191267768	67.95060961	15.02304147	56.82488829	23.63839228	9.819393302	17.14589394	4.901289669	7.765567766	2.833498841	13.37222439	15.74545174	9.038384532	9.121802898	199.4657168	16.71854779	6.429554447	6.100577082	5.315680269	17.54884547	1.252728235	20.29696227	53.22780343	1.325950572	1.212105582	9.120389137	49.30542578	14.59591359	19.7761194	6.57518234	2.271681338	8.943358728	13.99742379	5.87803086	3.361168006	2.94122212	3.544566439	30.69556362	6.197202604	6.942191656	15.80083831	3.085854387	6.281877647	11.59793814	16.96340544	5.400671435	2.13548739	12.43219429	6.778451659	6.093975517	12.00313435	7.200720072	26.83226735	17.95464305	7.448510298	12.13171577	13.39643525	8.843364296	7.937600367	1.73326551	2.246833555	3.242139812	2.940596662	3.457467357	5.059286629	3.519111318	4.161316173	7.403377643	4.137480492	13.66242609	3.796319221	80.54128964	3.836642049	35.53860318	4.184627568
CHEBI:15741	C4H6O4	OC(=O)CCC(O)=O	InChI=1S/C4H6O4/c5-3(6)1-2-4(7)8/h1-2H2,(H,5,6)(H,7,8)	Succinate	2.395(s)		NCBI:txid9615	Canis lupus familiaris	800 MHz library of Chenomx NMR Suite	7.1								63.46344542	165.1595291	21.49502727	3.269309358	34.11217452	9.370314843	4.018574745	4.382163151	1.82353185	38.90531134	40.48335288	25.12241857	25.60227576	25.69515213	4.204364023	4.393164044	19.77777778	16.7740204	4.392224019	80.88132268	7.788836002	12.41627185	1.948566412	1.889419252	515.8949278	84.15948276	327.758086	10.00284172	4.791329346	2.643576874	13.27196832	11.19104716	431.8181818	3.727737126	5.028450443	90.28875759	48.43403548	10.61937362	26.25596727	2761.698022	2.693264556	348.5079172	6.302934804	9.776996595	97.47755451	33.74424107	52.7835759	83.27143682	13.07043761	0.386528466	72.84877033	13.63271852	2.019961977	31.75323203	2.510160172	31.76620076	24.77443034	1.6600878	2.133628354	5828.938547	8.580811469	5.756133285	18.62103674	4.313509545	1.32126148	82.58719195	3.702560938	20.05080748	1.883569145	45.36887914	30.01982441	1.692885751	15.11395442	15.6367876	18.16882111	2331.461821	51.49911817	441.0494424	15.29556708	33.4626428	16.34393991	32.25115947	0.819403474	7.049345418	65.47155105	60.12507161	5.33753168	4.779802271	99.63567242	59.9682987	1.216298399	8.447263969	3.805234138	0.658327847	2.529297698	39.38867122	100.999474	144.6352652	8.145998193	303.5364635	313.3796756	8.11371526	7.997995683	33.69372462	32.43307697	43.33630157	29.27494666	23.03027697	68.5353119	21.4800909	39.0053286	294.2103292	15.66544068	6.155911179	298.2529373	316.3337675	6.620726929	10.99482963	0.348592698	32.46268657	1.059334932	2.320639987	6.311876633	0.289823959	3.239596553	4.017646132	0.752766611	2.605935605	1.625900052	3.808336795	8.456065226	17.28693001	3.945384605	8.126098608	4.349226804	3.218697442	3.123631587	1.926581015	8.618553295	5.173028898	2.886619982	10.31723417	3.726935194	2.297185233	1.656407844	8.598280344	11.20470759	2.61440403	2.608474361	12.41110346	6.10410897	13.4014674	26.19729021	1.839926403	2.12470061	1.678379096	2.480337495	1.013777722	1.691186906	2.504264508	1.612614227	3.1979863	1.576044129	0.813063216	6.444824411	3.014731689
